   100,  0.001599,  0.001098,   0.001118,   0.009157
   200,  0.012624,  0.006418,   0.006655,   0.219472
   300,  0.042751,  0.022494,   0.023366,   0.229418
   400,  0.134690,  0.049838,   0.053038,   0.345820
   500,  0.267453,  0.093249,   0.102359,   0.478808
   600,  2.271774,  0.158079,   0.162845,   1.273256
   700,  0.551728,  0.208407,   0.341518,   0.630788
   800,  0.892308,  0.305528,   0.303021,   2.389436
   900,  1.518736,  0.431850,   0.427473,   2.508583
